date,discharge,month,year,average_percentage,percentile,percentile_range
2020-02-29,2.716,2,2020,-0.895,0.357,Normal range
2020-03-31,0.731,3,2020,-0.960,0.125,Low flow
2020-04-30,0.838,4,2020,-0.984,0.150,Below normal
2020-05-31,8.111,5,2020,-0.873,0.366,Normal range
2020-06-30,26.664,6,2020,-0.620,0.341,Normal range
2020-07-31,21.325,7,2020,-0.770,0.293,Normal range
2020-08-31,4.624,8,2020,-0.936,0.049,Low flow
2020-09-30,72.681,9,2020,-0.288,0.452,Normal range
2020-10-31,28.832,10,2020,-0.567,0.326,Normal range
2020-11-30,1.630,11,2020,-0.963,0.098,Low flow
2020-12-31,0.670,12,2020,-0.970,0.071,Low flow
2021-01-31,0.589,1,2021,-0.961,0.244,Below normal
2021-02-28,85.284,2,2021,2.296,0.905,High flow
2021-03-31,15.444,3,2021,-0.149,0.625,Normal range
2021-04-30,79.899,4,2021,0.516,0.825,Above normal
2021-05-31,7.730,5,2021,-0.879,0.317,Normal range
2021-06-30,49.632,6,2021,-0.292,0.488,Normal range
2021-07-31,47.705,7,2021,-0.484,0.415,Normal range
2021-08-31,21.341,8,2021,-0.705,0.171,Below normal
2021-09-30,198.002,9,2021,0.940,0.881,High flow
2021-10-31,13.351,10,2021,-0.800,0.186,Below normal
2021-11-30,3.502,11,2021,-0.920,0.171,Below normal
2021-12-31,0.751,12,2021,-0.966,0.095,Low flow
2022-01-31,4.165,1,2022,-0.723,0.512,Normal range
2022-02-28,1.689,2,2022,-0.935,0.286,Normal range
2022-03-31,18.672,3,2022,0.029,0.675,Normal range
2022-04-30,3.465,4,2022,-0.934,0.300,Normal range
2022-05-31,10.409,5,2022,-0.837,0.463,Normal range
2022-06-30,9.841,6,2022,-0.860,0.171,Below normal
2022-07-31,,7,2022,,,
2022-08-31,,8,2022,,,
2022-09-30,,9,2022,,,
2022-10-31,,10,2022,,,
2022-11-30,,11,2022,,,
2022-12-31,0.542,12,2022,-0.976,0.048,Low flow
2023-01-31,0.428,1,2023,-0.971,0.171,Below normal
2023-02-28,0.766,2,2023,-0.970,0.143,Below normal
