date,discharge,month,year,average_percentage,percentile,percentile_range
1991-07-31,293.155,7,1991,0.796,0.844,Above normal
1991-08-31,64.087,8,1991,-0.450,0.469,Normal range
1991-09-30,55.221,9,1991,-0.643,0.265,Below normal
1991-10-31,26.915,10,1991,-0.820,0.343,Normal range
1991-11-30,15.331,11,1991,-0.859,0.200,Below normal
1991-12-31,302.769,12,1991,1.747,0.833,Above normal
1992-01-31,21.239,1,1992,-0.715,0.571,Normal range
1992-02-29,14.684,2,1992,-0.796,0.306,Normal range
1992-03-31,120.465,3,1992,0.472,0.735,Above normal
1992-04-30,223.745,4,1992,0.114,0.645,Normal range
1992-05-31,479.895,5,1992,1.091,0.839,Above normal
1992-06-30,370.880,6,1992,1.472,0.906,High flow
1992-07-31,96.775,7,1992,-0.407,0.562,Normal range
1992-08-31,31.061,8,1992,-0.733,0.219,Below normal
1992-09-30,95.329,9,1992,-0.383,0.412,Normal range
1992-10-31,29.372,10,1992,-0.804,0.371,Normal range
1992-11-30,16.270,11,1992,-0.850,0.229,Below normal
1992-12-31,7.881,12,1992,-0.928,0.250,Below normal
1993-01-31,70.795,1,1993,-0.051,0.800,Above normal
1993-02-28,19.140,2,1993,-0.734,0.389,Normal range
1993-03-31,10.697,3,1993,-0.869,0.324,Normal range
1993-04-30,289.969,4,1993,0.444,0.742,Above normal
1993-05-31,624.257,5,1993,1.721,0.903,High flow
1993-06-30,75.359,6,1993,-0.498,0.375,Normal range
1993-07-31,24.395,7,1993,-0.851,0.188,Below normal
1993-08-31,42.590,8,1993,-0.634,0.281,Normal range
1993-09-30,14.585,9,1993,-0.906,0.059,Low flow
1993-10-31,47.274,10,1993,-0.684,0.429,Normal range
1993-11-30,194.415,11,1993,0.794,0.800,Above normal
1993-12-31,219.981,12,1993,0.996,0.778,Above normal
1994-01-31,23.095,1,1994,-0.690,0.629,Normal range
1994-02-28,26.728,2,1994,-0.629,0.556,Normal range
1994-03-31,22.006,3,1994,-0.731,0.471,Normal range
1994-04-30,14.256,4,1994,-0.929,0.161,Below normal
1994-05-31,32.332,5,1994,-0.859,0.194,Below normal
1994-06-30,105.674,6,1994,-0.296,0.562,Normal range
1994-07-31,38.767,7,1994,-0.762,0.344,Normal range
1994-08-31,267.790,8,1994,1.300,0.906,High flow
1994-09-30,131.141,9,1994,-0.152,0.559,Normal range
1994-10-31,144.740,10,1994,-0.033,0.714,Normal range
1994-11-30,29.602,11,1994,-0.727,0.343,Normal range
1994-12-31,36.182,12,1994,-0.672,0.611,Normal range
1995-01-31,8.910,1,1995,-0.881,0.286,Normal range
1995-02-28,8.995,2,1995,-0.875,0.167,Below normal
1995-03-31,58.135,3,1995,-0.290,0.647,Normal range
1995-04-30,14.971,4,1995,-0.925,0.194,Below normal
1995-05-31,214.053,5,1995,-0.067,0.645,Normal range
1995-06-30,114.208,6,1995,-0.239,0.625,Normal range
1995-07-31,175.188,7,1995,0.074,0.719,Normal range
1995-08-31,62.113,8,1995,-0.467,0.438,Normal range
1995-09-30,58.888,9,1995,-0.619,0.294,Normal range
1995-10-31,122.635,10,1995,-0.181,0.629,Normal range
1995-11-30,30.518,11,1995,-0.718,0.371,Normal range
1995-12-31,7.869,12,1995,-0.929,0.222,Below normal
1996-01-31,7.672,1,1996,-0.897,0.229,Below normal
1996-02-29,7.162,2,1996,-0.901,0.139,Below normal
1996-03-31,7.972,3,1996,-0.903,0.147,Below normal
1996-04-30,175.602,4,1996,-0.126,0.613,Normal range
1996-05-31,21.187,5,1996,-0.908,0.161,Below normal
1996-06-30,9.356,6,1996,-0.938,0.094,Low flow
1996-07-31,9.351,7,1996,-0.943,0.062,Low flow
1996-08-31,8.339,8,1996,-0.928,0.031,Low flow
1996-09-30,40.017,9,1996,-0.741,0.206,Below normal
1996-10-31,13.343,10,1996,-0.911,0.114,Low flow
1996-11-30,119.132,11,1996,0.099,0.657,Normal range
1996-12-31,124.944,12,1996,0.134,0.722,Above normal
1997-01-31,16.974,1,1997,-0.772,0.543,Normal range
1997-02-28,53.831,2,1997,-0.253,0.667,Normal range
1997-03-31,5.137,3,1997,-0.937,0.059,Low flow
1997-04-30,,4,1997,,,
1997-05-31,57.649,5,1997,-0.749,0.323,Normal range
1997-06-30,92.982,6,1997,-0.380,0.438,Normal range
1997-07-31,13.635,7,1997,-0.916,0.094,Low flow
1997-08-31,59.377,8,1997,-0.490,0.406,Normal range
1997-09-30,13.101,9,1997,-0.915,0.029,Low flow
1997-10-31,99.116,10,1997,-0.338,0.571,Normal range
1997-11-30,215.076,11,1997,0.985,0.829,Above normal
1997-12-31,225.402,12,1997,1.045,0.806,Above normal
1998-01-31,508.243,1,1998,5.814,0.943,High flow
1998-02-28,382.038,2,1998,4.304,0.972,High flow
1998-03-31,183.831,3,1998,1.246,0.824,Above normal
1998-04-30,260.173,4,1998,0.295,0.710,Normal range
1998-05-31,333.884,5,1998,0.455,0.774,Above normal
1998-06-30,444.250,6,1998,1.961,0.938,High flow
1998-07-31,271.655,7,1998,0.665,0.781,Above normal
1998-08-31,65.368,8,1998,-0.439,0.500,Normal range
1998-09-30,157.365,9,1998,0.018,0.706,Normal range
1998-10-31,26.501,10,1998,-0.823,0.314,Normal range
1998-11-30,12.231,11,1998,-0.887,0.143,Below normal
1998-12-31,10.844,12,1998,-0.902,0.333,Normal range
1999-01-31,12.032,1,1999,-0.839,0.400,Normal range
1999-02-28,51.599,2,1999,-0.284,0.639,Normal range
1999-03-31,20.638,3,1999,-0.748,0.441,Normal range
1999-04-30,69.078,4,1999,-0.656,0.452,Normal range
1999-05-31,11.285,5,1999,-0.951,0.065,Low flow
1999-06-30,49.856,6,1999,-0.668,0.312,Normal range
1999-07-31,566.694,7,1999,2.473,0.969,High flow
1999-08-31,30.191,8,1999,-0.741,0.188,Below normal
1999-09-30,23.481,9,1999,-0.848,0.118,Low flow
1999-10-31,9.637,10,1999,-0.936,0.029,Low flow
1999-11-30,4.048,11,1999,-0.963,0.029,Low flow
1999-12-31,1.778,12,1999,-0.984,0.028,Low flow
2000-01-31,1.503,1,2000,-0.980,0.029,Low flow
2000-02-29,5.058,2,2000,-0.930,0.083,Low flow
2000-03-31,9.495,3,2000,-0.884,0.265,Below normal
2000-04-30,319.636,4,2000,0.591,0.774,Above normal
2000-05-31,787.895,5,2000,2.434,0.935,High flow
2000-06-30,229.770,6,2000,0.532,0.812,Above normal
2000-07-31,426.097,7,2000,1.611,0.906,High flow
2000-08-31,56.190,8,2000,-0.517,0.375,Normal range
2000-09-30,382.495,9,2000,1.474,0.912,High flow
2000-10-31,138.963,10,2000,-0.072,0.686,Normal range
2000-11-30,33.078,11,2000,-0.695,0.400,Normal range
2000-12-31,17.867,12,2000,-0.838,0.444,Normal range
2001-01-31,22.731,1,2001,-0.695,0.600,Normal range
2001-02-28,19.695,2,2001,-0.727,0.417,Normal range
2001-03-31,90.961,3,2001,0.112,0.706,Normal range
2001-04-30,121.673,4,2001,-0.394,0.516,Normal range
2001-05-31,219.215,5,2001,-0.045,0.677,Normal range
2001-06-30,498.426,6,2001,2.323,0.969,High flow
2001-07-31,123.681,7,2001,-0.242,0.625,Normal range
2001-08-31,114.233,8,2001,-0.019,0.656,Normal range
2001-09-30,245.646,9,2001,0.589,0.853,Above normal
2001-10-31,578.718,10,2001,2.866,0.971,High flow
2001-11-30,355.505,11,2001,2.281,0.914,High flow
2001-12-31,28.039,12,2001,-0.746,0.556,Normal range
2002-01-31,25.482,1,2002,-0.658,0.657,Normal range
2002-02-28,78.587,2,2002,0.091,0.722,Above normal
2002-03-31,301.891,3,2002,2.689,0.912,High flow
2002-04-30,868.718,4,2002,3.325,0.935,High flow
2002-05-31,268.223,5,2002,0.169,0.742,Above normal
2002-06-30,276.515,6,2002,0.843,0.844,Above normal
2002-07-31,278.408,7,2002,0.706,0.812,Above normal
2002-08-31,99.477,8,2002,-0.146,0.594,Normal range
2002-09-30,442.256,9,2002,1.861,0.941,High flow
2002-10-31,531.294,10,2002,2.549,0.914,High flow
2002-11-30,383.200,11,2002,2.536,0.943,High flow
2002-12-31,609.990,12,2002,4.535,0.972,High flow
2003-01-31,36.055,1,2003,-0.517,0.743,Above normal
2003-02-28,126.305,2,2003,0.754,0.833,Above normal
2003-03-31,181.722,3,2003,1.221,0.794,Above normal
2003-04-30,248.410,4,2003,0.237,0.677,Normal range
2003-05-31,979.250,5,2003,3.268,0.968,High flow
2003-06-30,111.067,6,2003,-0.260,0.594,Normal range
2003-07-31,31.841,7,2003,-0.805,0.219,Below normal
2003-08-31,165.631,8,2003,0.422,0.750,Above normal
2003-09-30,98.405,9,2003,-0.363,0.441,Normal range
2003-10-31,24.984,10,2003,-0.833,0.286,Normal range
2003-11-30,136.247,11,2003,0.257,0.686,Normal range
2003-12-31,27.620,12,2003,-0.749,0.528,Normal range
2004-01-31,9.971,1,2004,-0.866,0.314,Normal range
2004-02-29,9.911,2,2004,-0.862,0.194,Below normal
2004-03-31,5.827,3,2004,-0.929,0.088,Low flow
2004-04-30,49.476,4,2004,-0.754,0.387,Normal range
2004-05-31,72.174,5,2004,-0.685,0.419,Normal range
2004-06-30,33.190,6,2004,-0.779,0.281,Normal range
2004-07-31,,7,2004,,,
2004-08-31,,8,2004,,,
2004-09-30,,9,2004,,,
2004-10-31,12.425,10,2004,-0.917,0.086,Low flow
2004-11-30,48.236,11,2004,-0.555,0.486,Normal range
2004-12-31,6.073,12,2004,-0.945,0.083,Low flow
2005-01-31,4.998,1,2005,-0.933,0.114,Low flow
2005-02-28,26.720,2,2005,-0.629,0.528,Normal range
2005-03-31,14.151,3,2005,-0.827,0.412,Normal range
2005-04-30,,4,2005,,,
2005-05-31,,5,2005,,,
2005-06-30,,6,2005,,,
2005-07-31,,7,2005,,,
2005-08-31,83.906,8,2005,-0.279,0.562,Normal range
2005-09-30,188.979,9,2005,0.223,0.794,Above normal
2005-10-31,148.400,10,2005,-0.009,0.743,Above normal
2005-11-30,20.139,11,2005,-0.814,0.286,Normal range
2005-12-31,9.950,12,2005,-0.910,0.278,Below normal
2006-01-31,6.778,1,2006,-0.909,0.200,Below normal
2006-02-28,4.976,2,2006,-0.931,0.056,Low flow
2006-03-31,8.588,3,2006,-0.895,0.235,Below normal
2006-04-30,5.167,4,2006,-0.974,0.032,Low flow
2006-05-31,,5,2006,,,
2006-06-30,,6,2006,,,
2006-07-31,,7,2006,,,
2006-08-31,,8,2006,,,
2006-09-30,17.876,9,2006,-0.884,0.088,Low flow
2006-10-31,13.579,10,2006,-0.909,0.143,Below normal
2006-11-30,66.545,11,2006,-0.386,0.571,Normal range
2006-12-31,142.991,12,2006,0.298,0.750,Above normal
2007-01-31,31.021,1,2007,-0.584,0.714,Normal range
2007-02-28,24.809,2,2007,-0.656,0.472,Normal range
2007-03-31,482.833,3,2007,4.900,0.941,High flow
2007-04-30,529.572,4,2007,1.636,0.903,High flow
2007-05-31,223.703,5,2007,-0.025,0.710,Normal range
2007-06-30,55.000,6,2007,-0.633,0.344,Normal range
2007-07-31,32.438,7,2007,-0.801,0.250,Below normal
2007-08-31,47.078,8,2007,-0.596,0.312,Normal range
2007-09-30,88.208,9,2007,-0.429,0.382,Normal range
2007-10-31,274.409,10,2007,0.833,0.857,Above normal
2007-11-30,38.139,11,2007,-0.648,0.429,Normal range
2007-12-31,10.503,12,2007,-0.905,0.306,Normal range
2008-01-31,8.705,1,2008,-0.883,0.257,Below normal
2008-02-29,12.040,2,2008,-0.833,0.250,Below normal
2008-03-31,,3,2008,,,
2008-04-30,,4,2008,,,
2008-05-31,,5,2008,,,
2008-06-30,,6,2008,,,
2008-07-31,,7,2008,,,
2008-08-31,,8,2008,,,
2008-09-30,,9,2008,,,
2008-10-31,,10,2008,,,
2008-11-30,,11,2008,,,
2008-12-31,3.764,12,2008,-0.966,0.056,Low flow
2009-01-31,12.159,1,2009,-0.837,0.457,Normal range
2009-02-28,56.523,2,2009,-0.215,0.694,Normal range
2009-03-31,41.757,3,2009,-0.490,0.588,Normal range
2009-04-30,5.980,4,2009,-0.970,0.065,Low flow
2009-05-31,4.722,5,2009,-0.979,0.032,Low flow
2009-06-30,6.715,6,2009,-0.955,0.062,Low flow
2009-07-31,54.824,7,2009,-0.664,0.375,Normal range
2009-08-31,,8,2009,,,
2009-09-30,82.473,9,2009,-0.466,0.353,Normal range
2009-10-31,,10,2009,,,
2009-11-30,,11,2009,,,
2009-12-31,,12,2009,,,
2010-01-31,,1,2010,,,
2010-02-28,,2,2010,,,
2010-03-31,,3,2010,,,
2010-04-30,,4,2010,,,
2010-05-31,,5,2010,,,
2010-06-30,,6,2010,,,
2010-07-31,165.779,7,2010,0.016,0.688,Normal range
2010-08-31,107.317,8,2010,-0.078,0.625,Normal range
2010-09-30,156.445,9,2010,0.012,0.676,Normal range
2010-10-31,17.416,10,2010,-0.884,0.229,Below normal
2010-11-30,9.717,11,2010,-0.910,0.057,Low flow
2010-12-31,6.885,12,2010,-0.938,0.111,Low flow
2011-01-31,5.428,1,2011,-0.927,0.171,Below normal
2011-02-28,20.036,2,2011,-0.722,0.444,Normal range
2011-03-31,6.691,3,2011,-0.918,0.118,Low flow
2011-04-30,16.849,4,2011,-0.916,0.226,Below normal
2011-05-31,195.550,5,2011,-0.148,0.613,Normal range
2011-06-30,157.539,6,2011,0.050,0.688,Normal range
2011-07-31,156.550,7,2011,-0.041,0.656,Normal range
2011-08-31,211.839,8,2011,0.819,0.844,Above normal
2011-09-30,,9,2011,,,
2011-10-31,,10,2011,,,
2011-11-30,,11,2011,,,
2011-12-31,7.193,12,2011,-0.935,0.167,Below normal
2012-01-31,5.159,1,2012,-0.931,0.143,Below normal
2012-02-29,293.985,2,2012,3.082,0.917,High flow
2012-03-31,239.635,3,2012,1.928,0.853,Above normal
2012-04-30,29.036,4,2012,-0.855,0.355,Normal range
2012-05-31,43.439,5,2012,-0.811,0.258,Below normal
2012-06-30,99.427,6,2012,-0.337,0.531,Normal range
2012-07-31,56.695,7,2012,-0.653,0.406,Normal range
2012-08-31,403.730,8,2012,2.467,0.938,High flow
2012-09-30,164.259,9,2012,0.063,0.735,Above normal
2012-10-31,560.555,10,2012,2.745,0.943,High flow
2012-11-30,26.352,11,2012,-0.757,0.314,Normal range
2012-12-31,,12,2012,,,
2013-01-31,,1,2013,,,
2013-02-28,84.872,2,2013,0.178,0.750,Above normal
2013-03-31,145.162,3,2013,0.774,0.765,Above normal
2013-04-30,22.821,4,2013,-0.886,0.258,Below normal
2013-05-31,,5,2013,,,
2013-06-30,25.128,6,2013,-0.832,0.250,Below normal
2013-07-31,65.988,7,2013,-0.596,0.438,Normal range
2013-08-31,20.378,8,2013,-0.825,0.125,Low flow
2013-09-30,188.161,9,2013,0.217,0.765,Above normal
2013-10-31,81.176,10,2013,-0.458,0.543,Normal range
2013-11-30,275.298,11,2013,1.540,0.857,Above normal
2013-12-31,36.021,12,2013,-0.673,0.583,Normal range
2014-01-31,14.331,1,2014,-0.808,0.486,Normal range
2014-02-28,297.238,2,2014,3.127,0.944,High flow
2014-03-31,64.495,3,2014,-0.212,0.676,Normal range
2014-04-30,398.676,4,2014,0.985,0.806,Above normal
2014-05-31,161.450,5,2014,-0.296,0.581,Normal range
2014-06-30,130.128,6,2014,-0.133,0.656,Normal range
2014-07-31,484.463,7,2014,1.969,0.938,High flow
2014-08-31,51.805,8,2014,-0.555,0.344,Normal range
2014-09-30,102.191,9,2014,-0.339,0.500,Normal range
2014-10-31,211.056,10,2014,0.410,0.800,Above normal
2014-11-30,171.931,11,2014,0.587,0.771,Above normal
2014-12-31,380.195,12,2014,2.450,0.944,High flow
2015-01-31,194.240,1,2015,1.604,0.914,High flow
2015-02-28,17.717,2,2015,-0.754,0.361,Normal range
2015-03-31,12.410,3,2015,-0.848,0.382,Normal range
2015-04-30,8.829,4,2015,-0.956,0.097,Low flow
2015-05-31,18.858,5,2015,-0.918,0.129,Low flow
2015-06-30,16.548,6,2015,-0.890,0.188,Below normal
2015-07-31,19.084,7,2015,-0.883,0.156,Below normal
2015-08-31,665.612,8,2015,4.716,0.969,High flow
2015-09-30,101.507,9,2015,-0.343,0.471,Normal range
2015-10-31,114.089,10,2015,-0.238,0.600,Normal range
2015-11-30,60.128,11,2015,-0.445,0.543,Normal range
2015-12-31,329.409,12,2015,1.989,0.889,High flow
2016-01-31,144.297,1,2016,0.935,0.886,High flow
2016-02-29,109.683,2,2016,0.523,0.806,Above normal
2016-03-31,34.775,3,2016,-0.575,0.500,Normal range
2016-04-30,1052.657,4,2016,4.240,0.968,High flow
2016-05-31,70.781,5,2016,-0.692,0.387,Normal range
2016-06-30,97.920,6,2016,-0.347,0.500,Normal range
2016-07-31,327.906,7,2016,1.009,0.875,High flow
2016-08-31,42.297,8,2016,-0.637,0.250,Below normal
2016-09-30,151.900,9,2016,-0.017,0.647,Normal range
2016-10-31,68.140,10,2016,-0.545,0.486,Normal range
2016-11-30,116.673,11,2016,0.077,0.629,Normal range
2016-12-31,16.752,12,2016,-0.848,0.389,Normal range
2017-01-31,80.039,1,2017,0.073,0.829,Above normal
2017-02-28,135.917,2,2017,0.887,0.861,Above normal
2017-03-31,,3,2017,,,
2017-04-30,,4,2017,,,
2017-05-31,,5,2017,,,
2017-06-30,,6,2017,,,
2017-07-31,,7,2017,,,
2017-08-31,,8,2017,,,
2017-09-30,,9,2017,,,
2017-10-31,,10,2017,,,
2017-11-30,,11,2017,,,
2017-12-31,,12,2017,,,
2018-01-31,,1,2018,,,
2018-02-28,,2,2018,,,
2018-03-31,,3,2018,,,
2018-04-30,,4,2018,,,
2018-05-31,407.301,5,2018,0.775,0.806,Above normal
2018-06-30,162.047,6,2018,0.080,0.719,Normal range
2018-07-31,251.393,7,2018,0.540,0.750,Above normal
2018-08-31,79.279,8,2018,-0.319,0.531,Normal range
2018-09-30,564.849,9,2018,2.654,0.971,High flow
2018-10-31,271.065,10,2018,0.811,0.829,Above normal
2018-11-30,150.717,11,2018,0.391,0.714,Normal range
2018-12-31,339.393,12,2018,2.080,0.917,High flow
2019-01-31,675.039,1,2019,8.051,0.971,High flow
2019-02-28,88.027,2,2019,0.222,0.778,Above normal
2019-03-31,40.377,3,2019,-0.507,0.559,Normal range
2019-04-30,25.408,4,2019,-0.874,0.290,Normal range
2019-05-31,101.221,5,2019,-0.559,0.484,Normal range
2019-06-30,324.700,6,2019,1.164,0.875,High flow
2019-07-31,82.130,7,2019,-0.497,0.531,Normal range
2019-08-31,118.810,8,2019,0.020,0.688,Normal range
2019-09-30,329.483,9,2019,1.131,0.882,High flow
2019-10-31,312.395,10,2019,1.087,0.886,High flow
2019-11-30,278.890,11,2019,1.574,0.886,High flow
2019-12-31,38.002,12,2019,-0.655,0.639,Normal range
2020-01-31,26.883,1,2020,-0.640,0.686,Normal range
2020-02-29,14.942,2,2020,-0.793,0.333,Normal range
2020-03-31,10.021,3,2020,-0.878,0.294,Normal range
2020-04-30,13.887,4,2020,-0.931,0.129,Low flow
2020-05-31,63.489,5,2020,-0.723,0.355,Normal range
2020-06-30,83.560,6,2020,-0.443,0.406,Normal range
2020-07-31,32.872,7,2020,-0.799,0.281,Normal range
2020-08-31,12.806,8,2020,-0.890,0.094,Low flow
2020-09-30,124.860,9,2020,-0.192,0.529,Normal range
2020-10-31,13.668,10,2020,-0.909,0.171,Below normal
2020-11-30,10.068,11,2020,-0.907,0.086,Low flow
2020-12-31,27.132,12,2020,-0.754,0.500,Normal range
2021-01-31,10.015,1,2021,-0.866,0.343,Normal range
2021-02-28,39.012,2,2021,-0.458,0.611,Normal range
2021-03-31,8.227,3,2021,-0.899,0.206,Below normal
2021-04-30,,4,2021,,,
2021-05-31,,5,2021,,,
2021-06-30,,6,2021,,,
2021-07-31,,7,2021,,,
2021-08-31,,8,2021,,,
2021-09-30,132.381,9,2021,-0.144,0.588,Normal range
2021-10-31,18.958,10,2021,-0.873,0.257,Below normal
2021-11-30,13.791,11,2021,-0.873,0.171,Below normal
2021-12-31,7.381,12,2021,-0.933,0.194,Below normal
2022-01-31,14.852,1,2022,-0.801,0.514,Normal range
2022-02-28,10.337,2,2022,-0.856,0.222,Below normal
2022-03-31,267.089,3,2022,2.264,0.882,High flow
2022-04-30,133.458,4,2022,-0.336,0.548,Normal range
2022-05-31,95.840,5,2022,-0.582,0.452,Normal range
2022-06-30,20.766,6,2022,-0.862,0.219,Below normal
2022-07-31,113.740,7,2022,-0.303,0.594,Normal range
2022-08-31,157.482,8,2022,0.352,0.719,Normal range
2022-09-30,47.380,9,2022,-0.693,0.235,Below normal
2022-10-31,16.624,10,2022,-0.889,0.200,Below normal
2022-11-30,18.160,11,2022,-0.832,0.257,Below normal
2022-12-31,6.910,12,2022,-0.937,0.139,Below normal
2023-01-31,,1,2023,,,
2023-02-28,,2,2023,,,
